"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","dataset_id","weight_kg","weight_class"
"40","2017-P","526",1027.94935304316,"Krewelshof, Team","Hemmingen","Baden-Wuerttemberg","Germany","Early Weigh-off Ludwigsburg","1293 Wild 12",NA,352.266253190594,1004.89287961191,0,"Wolf",10,466.269602945553,"medium"
"41","2016-P","1648",34.0438077895303,"Mathias, Franz",NA,"Lower Austria","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Howden",10,15.4419988628686,"light"
"42","2020-P","EXH",136.296278348107,"Lueders, Sebastian","Bonn","North Rhine-Westphalia","Germany","Kurbiswiegen Bad Lippspringe","unknown","unknown",182.681217724966,139.432523776588,6.85396823936297,"Howden",10,61.8229014884745,"light"
"43","2016-P","1506",178.317459536122,"Sobolewski, Jens","Leonberg","Baden-Wuerttemberg","Germany","Early Weigh-off Ludwigsburg",NA,NA,195.750461451911,168.156854646747,9.1242447662163,"Casper",10,80.8833731059086,"light"
"44","2015-P","EXH",636.345153956781,"Lueders, Sebastian","Alfter","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","956.8 Goell 2014",NA,313.376410296885,662.572104132699,0,"Early Giant",10,288.641071073564,"light"
"45","2016-P","515",1039.25655503253,"Stoeckl, Luca",NA,"Hesse","Germany","Tharinger Meisterschaft","1128.8 Mahr 14","self",378.997310872854,1246.33308513952,0,"Dill's Atlantic",10,471.398459310314,"medium"
"46","2016-P","1484",194.923371827092,"Chudaska, Reinhard","Kloster Lehnin OT Grebs","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,213.525193040003,200.028933038222,0,"Autumn Gold",10,88.4156820737941,"light"
"47","2016-P","948",653.63844306381,"Aininger, Gerald","St. Margarethen","Carinthia","Austria","Austrian Weigh-off","2020 Werner",NA,311.57679779186,660.806819454042,0,"Blue Hubbard",10,296.4851686662,"light"
"48","2014-P","1081",562.420157567999,"Hubertus, Elmar","Brotterode/Trusetal","Other","Germany","Early Weigh-off Ludwigsburg",NA,NA,297.164774583693,690.96780129343,0,"Early Giant",10,255.109284111584,"light"
"49","2021-P","884",564.065945853275,"Tom, Berthelot",NA,"Other","France","Concours National du plus Gros Potiron et des fruits et legumes Geant",NA,NA,284.342969629368,505.788395672656,7.14217177739218,"Rouge Vif d’Etampes",10,255.855800511479,"light"
"50","2018-P","1099",511.166674787309,"Puchner, Thomas","Eggendorf","Lower Austria","Austria","Austrian Weigh-off","1720 THW 17",NA,0,0,0,"Dill's Atlantic",10,231.861114350125,"light"
"51","2013-P","479",860.710273452293,"Brault, Samuel",NA,"Other","France","Le Potager Extraordinaire","1694 Meier",NA,345.716674066721,876.405736319753,0,"Champion",10,390.411294355772,"light"
"52","2019-P","551",983.319946298338,"Simon, Ida Marie","Windischenbach","Baden-Wuerttemberg","Germany","Deutsche Meisterschaft im Kurbiswiegen","1749 Jaser",NA,346.734196822639,904.60795369873,8.0945657692905,"Autumn Gold",10,446.026061081356,"medium"
"53","2019-P","1205",394.442185103415,"Balke, Andreas","Fuerstenwalde","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1242.3 Luetjens 2018","self",250.736193361318,378.130745574383,1.95243904314281,"Autumn Gold",10,178.915819625428,"light"
"54","2015-P","1307",433.644111192384,"Sobolewski, Nadine","Rinow","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1395.5 Lueders 2014","937 Grottschreiber 2014",252.695398349281,417.046285014728,0,"Jack O'Lantern",10,196.697499683976,"light"
"55","2016-P","243",1311.8370399145,"Daniel, Wonovsky","Riederberg","Lower Austria","Austria","Austrian Weigh-off","1338 Martin","1575.5 Werner",412.677606061089,1322.61211820199,0,"Prizewinner",10,595.038786608898,"medium"
"56","2021-P","984",396.290729538809,"Werner, Jens","Trusetal","Thuringia","Germany","Wiegemeisterschaft Berlin/Brandenburg","751.8 Hempel 2016","843.3 Hempel 2019",275.265309529096,483.16519756809,0,"Autumn Gold",10,179.754304592967,"light"
"57","2017-P","1512",135.539969277063,"Scholl, Theresa",NA,"Styria","Austria","Austrian Weigh-off","94,8 Vogl 16",NA,0,0,0,"Wolf",10,61.4798457443216,"light"
"58","2015-P","443",1139.93187123121,"Vogl, Matthias",NA,"Other","Austria","Austrian Weigh-off","Ligget",NA,357.510945915792,1079.3713935417,0,"Blue Hubbard",10,517.063977335508,"medium"
"59","2016-P","1442",236.459575358935,"Schwellnus, Christiane","Kloster Lehnin","Other","Germany","Legoland","222 Frei 15",NA,214.75009830582,237.304722763097,0.995266914185662,"Connecticut Field",10,107.25617170621,"light"
"60","2018-P","1397",324.725323221162,"Markl, Michael","Tulln","Lower Austria","Austria","Austrian Weigh-off","1872.8 Willemijns 15","621.7 Mathias",254.328685624282,372.215092181108,0,"Cinderella",10,147.292808810533,"light"
"61","2013-P","EXH",880.116810514468,"Habermaier, Matthias","Erkner","Other","Germany","Schweizer Meisterschaft im Kurbiswagen","1391 Wuersching","open",342.813913610484,950.69032995969,0,"Casper",10,399.213944314879,"light"
"62","2021-P","1251",158.120502570047,"Klemmt, Dagmar","Moeckern","Saxony-Anhalt","Germany","GPC Kurbiswagen Sachsen-Anhalt",NA,NA,178.551384880615,129.705364218715,16.6582657295453,"Connecticut Field",10,71.7221950017529,"light"
"63","2021-P","644",788.095355381239,"Reiser, Helmut","Kloster Lehnin OT Grebs","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1467 Sherwood 2018","1084 Lovse 2016",310.260310017187,807.735386817214,0,"Dill's Atlantic",10,357.473748438087,"light"
"64","2019-P","1300",282.497257573092,"Goell, Johannes","Schwabmuenchen","Other","Germany","Offene Rheinland-Pfalzische Kurbiswiegemeisterschaft","1563 Andres","open",228.2818774253,272.848569761282,5.94510139426249,"Early Giant",10,128.138496057094,"light"
"65","2015-P","1418",370.933388118498,"Pascal, Guin",NA,"Other","France","Le Potager Extraordinaire","1395,5 Luclerc 2015",NA,251.718415671704,412.724421979189,0,"Jack O'Lantern",10,168.252417383446,"light"
"66","2016-P","1398",277.461885736901,"Frommelt, David & Jakob","Klaeden","Saxony-Anhalt","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,222.64403892412,265.714759847365,6.91145563184135,"Cinderella",10,125.854491675173,"light"
"67","2013-P","379",972.78759507355,"Sameith, Detlev","Werder","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","668.9 Krueger 2012","Self",354.601705566946,976.471374356025,0,"Jack O'Lantern",10,441.248670824602,"medium"
"68","2019-P","1131",447.774035181232,"Sailer, Ernst","Bad Voeslau","Lower Austria","Austria","Gartenbauschule Langenlois","1789 Paton","sibb",284.97144774185,483.800219760872,0,"Spirit",10,203.106720165925,"light"
"69","2018-P","1421",323.126197445061,"Frei, Peter","Steinbach-Hallenberg","Thuringia","Germany","Tharinger Meisterschaft","unknown","unknown",239.675281904741,298.866340077758,2.13065723394632,"Dill's Atlantic",10,146.5674581515,"light"
"70","2015-P","686",998.322589711175,"Engel, Rudolf","Knopp-Labach","Rhineland-Palatinate","Germany","Gartenbauschule Langenlois","2032 Mathison","1985 Miller",362.179918934362,1023.22934727613,0,"Spirit",10,452.831140112271,"medium"
"71","2021-P","1318",84.4025595594704,"Schwellnuss, Norbert","39291 Moeckern","Saxony-Anhalt","Germany","GPC Kurbiswagen Sachsen-Anhalt",NA,NA,160.032601692158,105.711806739343,NA,"Connecticut Field",10,38.2843257956993,"light"
"72","2016-P","852",789.247265157357,"Rudorfer, Martin","Waldkirchen","Bavaria","Germany","Legoland","2008 Neptune","self",346.601175974761,791.551012735228,NA,"Spirit",10,357.996245497256,"light"
"73","2016-P","640",952.143044302907,"Geist, Andre","Priessen","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1813 Northrup 2013","2096 Meier 2014",364.312196043727,1043.56916814817,0,"Casper",10,431.884467751444,"medium"
"74","2016-P","1562",137.625545410976,"Wilke, Yannick","Brotterode","Thuringia","Germany","Tharinger Meisterschaft","unknown","unknown",184.679169878326,134.028094719634,0,"Connecticut Field",10,62.4258463940555,"light"
"75","2018-P","279",1362.81941493036,"Goedel, Norbert","Schilda","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","543 Grafe 2016","1974 McConkie 2017",386.720303947588,1506.67388801719,0,"Cinderella",10,618.163984057093,"medium"
"76","2019-P","1428",238.156402873193,"Wittmann, Klaus","Waldkirchen","Bavaria","Germany","Deutsche Meisterschaft im Kurbiswiegen","1752 THW",NA,209.096266217283,212.804599763312,11.4562114940224,"Jack O'Lantern",10,108.025839092057,"light"
"77","2020-P","290",1234.39716793739,"Geisler, Roland","Priessen","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1628 Baumert 2019","Self",388.575661665175,1196.77597081467,0,"Cinderella",10,559.912680199056,"medium"
"78","2016-P","467",1114.06417649507,"Eckhardt, Stephan",NA,"Saxony","Germany","Early Weigh-off Ludwigsburg",NA,NA,371.191278527154,NA,0,"Blue Hubbard",10,505.33059794475,"medium"
"79","2021-P","1016",361.254004364801,"Williams, Stephan","Doberlug Kirchhain","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1677.7 Langheim 2020","open",244.784973780525,340.597786136507,10.0413281011806,"Autumn Gold",10,163.861926347839,"light"
"80","2013-P","184",1253.15097640101,"Wuersching, Mathias","Sinntal","Hesse","Germany","Legoland","1391Wuersching12","1495Stelts",379.949749383455,1131.41170995151,3.90034910349919,"Champion",10,568.419257687688,"medium"
"81","2021-P","384",1067.32097216355,"Meier,Wolfgang","Dietenhofen","Bavaria","Germany","Deutsche Meisterschaft im Kurbiswiegen","2183.7 Mendi 2019","2183.7 Mendi 2019",325.402089891574,1062.99825068841,9.13984486224201,"Cinderella",10,484.128254405607,"medium"
"82","2016-P","816",771.460993626166,"Langheim, Oliver","Knopp-Labach","Rhineland-Palatinate","Germany","Gartenbauschule Langenlois","1725 Harp","sib",323.55922547301,869.913461473209,0,"Wolf",10,349.92853502088,"light"
"83","2021-P","1167",236.899947319636,"Sebastian Lueders",NA,"Saxony","Germany","Saechsische Meisterschaft im Kurbiswiegen",NA,NA,NA,248.948209334976,0,"Howden",10,107.455920904608,"light"
"84","2017-P","557",935.254335908111,"Wilke, Yannick","Gross Kreutz","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1872 Wallace 2012","1751.6 Lovse 2014",374.294443928233,1094.83727363196,0,"Spirit",10,424.223884733232,"light"
"85","2013-P","91",1427.17939801019,"Wollenberg, Tobias","Diedenhofen","Other","Germany","Early Weigh-off Ludwigsburg","1495 Stelts","1596 Werner",389.511298049932,1253.99560631758,11.148553655287,"Autumn Gold",10,647.35715750224,"medium"
"86","2019-P","550",997.207796659639,"Lueders, Sebastian","Kabelsketal","Saxony","Germany","Saechsische Meisterschaft im Kurbiswiegen","1682.1 Lueders 16","1603.9 Wuersching 18",363.109323317215,931.647248106759,0,"Early Giant",10,452.325478902439,"medium"
"87","2013-P","1234",300.242021613989,"Goedel, Markus","Berlin","Other","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","unknown","open",229.598671167608,274.200628606796,4.05123804145581,"Jack O'Lantern",10,136.187379067932,"light"
"88","2016-P","1481",199.355406360674,"Offermann, Irene","Falkensee","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,201.182313777758,193.52593894395,0,"Spirit",10,90.4260174819506,"light"
"89","2020-P","312",1174.05117208137,"Karkos, Udo","Mundelsheim","Baden-Wuerttemberg","Germany","Deutsche Meisterschaft im Kurbiswiegen","2241 Mario van Geel",NA,367.670549378359,1192.55746070496,2.96829505826531,"Big Max",10,532.540219246731,"medium"
"90","2017-P","1210",358.64585724066,"Schoene, Lucas","Hessles","Thuringia","Germany","Tharinger Meisterschaft","1641.4 Montgomery 11","self",268.022874747407,417.111388246575,0,"Big Max",10,162.678891677506,"light"
"91","2021-P","1278",127.449042678575,"Manig, Steffen","Rinow","Brandenburg","Germany","Saechsische Meisterschaft im Kurbiswiegen","1911 Urena 17","open",172.026287756814,125.749399720175,0,"Spirit",10,57.8098661666601,"light"
"92","2021-P","1072",298.696813856884,"Heavy East, Team",NA,"Saxony","Germany","Saechsische Meisterschaft im Kurbiswiegen","1939.5 Hunt/Lyons 20","open",0,0,0,"Casper",10,135.486485190972,"light"
"93","2016-P","497",996.582209492907,"Jany, Sebastian","Fuerstenwalde","Brandenburg","Germany","Saechsische Meisterschaft im Kurbiswiegen","706 Wagler 15","open",328.114043983454,1036.91402798988,4.00551709249014,"Casper",10,452.041717568307,"medium"
"94","2014-P","1433",317.333275631996,"Lacina, Martin","Gr. Gerungs","Lower Austria","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Big Max",10,143.939835160468,"light"
"95","2014-P","1063",567.809794186039,"Heavy West, Team",NA,"Other","Germany","Legoland","unknown","open",292.332819217076,541.336277411819,0,"Wolf",10,257.553980164434,"light"
"96","2017-P","721",770.322153446114,"Goericke, Erik","Motzlar","Thuringia","Germany","Tharinger Meisterschaft",NA,NA,330.375562499347,899.8018102693,0,"Casper",10,349.41196622593,"light"
"97","2018-P","995",632.401437686397,"Frei, Peter",NA,"Bavaria","Germany","Tharinger Meisterschaft","1986 Wuersching 16","2261 Wallace",312.347504863997,752.570751732399,0,"Rouge Vif d’Etampes",10,286.852232923048,"light"
"98","2015-P","403",1155.33592220185,"Joebstl, Horst",NA,"Lower Austria","Austria","Austrian Weigh-off","1751 lovse 14",NA,382.936649924025,1127.97206778751,1.00022900707683,"Rouge Vif d’Etampes",10,524.051131623381,"medium"
"99","2018-P","850",741.331296161647,"Tom, Brault",NA,"Other","France","Le Potager Extraordinaire",NA,NA,316.619694907236,688.461702269565,0.997822944311675,"Casper",10,336.261945288554,"light"
"100","2014-P","1628",141.160751321112,"Krauss, Matthias",NA,"Other","Germany","Legoland","unknown","open",197.406277794809,149.98967559653,NA,"Big Moose",10,64.029387513246,"light"
"101","2020-P","EXH",1455.40318149681,"Hubertus, Elmar","Tapfheim","Bavaria","Germany","Deutsche Meisterschaft im Kurbiswiegen","1747 THW","1747 THW",413.683335939524,1605.10096194246,0,"Jack O'Lantern",10,660.159239901502,"medium"
"102","2013-P","EXH",293.608656394939,"Rohrdiek, Christine","Pulheim","North Rhine-Westphalia","Germany","XXL-Kuerbis-Wiegemeisterschaft auf dem Krewelshof","1811 Graham 12","open",225.746785875599,283.023038216022,2.06447811026515,"Cinderella",10,133.178537671493,"light"
"103","2018-P","1128",503.003566468871,"Schier, Sven","Luckenwalde","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1060 Holub 2015","open",284.463763533083,509.776777486692,0,"Casper",10,228.158393721748,"light"
"104","2021-P","410",1045.67502408518,"Stoeckl, Luca","Mundelsheim","Baden-Wuerttemberg","Germany","Deutsche Meisterschaft im Kurbiswiegen","2226.7 Boonen 2018",NA,387.617036503684,1201.06371809619,0,"Wolf",10,474.309825524844,"medium"
"105","2014-P","213",1269.60281802281,"Wittmann, Klaus","Schilda","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","1482 Haase 2013","1874.5 Mathison 2013",371.415188337521,1294.64993573862,0,"Connecticut Field",10,575.881681432602,"medium"
"106","2015-P","1772",56.7995745980166,"Kerdal , Laurent",NA,"Other","France","Le Potager Extraordinaire",NA,NA,137.398159380393,69.838190059887,0,"Big Moose",10,25.7638326410636,"light"
"107","2015-P","1365",415.282501187346,"Krueger, Marcel","Baerwalde","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","937 Grottschreiber 2014","1623.7 Haase 2014",279.82215876221,466.128264026308,NA,"Autumn Gold",10,188.36882027857,"light"
"108","2018-P","EXH",664.314597450608,"Hoefler, Norbert","Neustift","Styria","Austria","Austrian Weigh-off","918 Schieder","2048 Willemijns",0,0,0,"Howden",10,301.327786886816,"light"
"109","2020-P","1298",121.597839531733,"Rohrdiek, Mike","Doberlug Kirchhain","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,"Open",181.428930259412,129.173959918305,0,"Autumn Gold",10,55.1558072288776,"light"
"110","2021-P","982",379.164410356958,"Olsen, Owen","Beelitz","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,255.984685610295,346.167815303687,0,"Cinderella",10,171.985943222633,"light"
"111","2014-P","163",1483.06169639646,"May, Nico","Marpingen","Saarland","Germany","Gartenbauschule Langenlois","2032 Mathison","1375 Willemijns",429.239913746009,1567.27041567055,0,"Big Max",10,672.704920991864,"medium"
"112","2020-P","EXH",400.932918546644,"Lehmann, Chris","Dermbach","Thuringia","Germany","Deutsche Meisterschaft im Kurbiswiegen","842 Jany","open",273.234929147581,426.56757393435,0,"Autumn Gold",10,181.859964389409,"light"
"113","2016-P","725",837.262721782608,"Pachtrog, Andreas","Riederberg","Vienna","Austria","Austrian Weigh-off","1872.5 Willemiijns 15","open",329.578704980846,920.409129591674,0,"Spirit",10,379.775672498817,"light"
"114","2021-P","675",830.207554744174,"Schodl, Zwillinge","Riederberg","Vienna","Austria","Retzer Land Weigh-off","1126.6 Melka 18","1911 Urena 17",328.327333686484,766.36000680145,2.00081013709251,"Big Moose",10,376.575505171519,"light"
"115","2016-P","542",993.836095187749,"Kobel, Stefan",NA,"Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg",NA,NA,380.37247742746,1136.81309517158,0,"Connecticut Field",10,450.796102088402,"medium"
"116","2019-P","1649",85.7419247691792,"Nittnaus, Wolfgang","Hofkirchen","Lower Austria","Austria","Leiserberge Weigh-off",NA,NA,0,0,0,"Howden",10,38.8918511399015,"light"
"117","2016-P","813",735.994745229084,"Frei, Peter","Betten","Brandenburg","Germany","Wiegemeisterschaft Berlin/Brandenburg","526 Ziegenhals 2015","1153 Lueders 2015",321.941193003807,835.865335978791,0,"Prizewinner",10,333.841328477951,"light"
"118","2021-P","376",1164.17390019644,"Rohrdiek, Mike","Tapfheim","Bavaria","Germany","Deutsche Meisterschaft im Kurbiswiegen","2020.5 Weisshaupl 2018","2261.5 Wallace 2016",392.17681375271,1237.05853319623,0,"Jack O'Lantern",10,528.059967737903,"medium"
